AsAt,Occupation,Score,n,maxsub
08/2026,242111 University Lecturer,50,9,46139.57124880787
08/2026,242111 University Lecturer,100,31,46261.52407056713
08/2026,242111 University Lecturer,105,10,46254.91649679398
08/2026,242111 University Lecturer,45,1,45643.95742508102
08/2026,263312 Telecommunications Network Engineer,65,34,46204.65205447917
08/2026,263312 Telecommunications Network Engineer,75,25,46226.73108684028
08/2026,263312 Telecommunications Network Engineer,70,29,46164.627539699075
08/2026,263312 Telecommunications Network Engineer,80,25,46257.71910462963
08/2026,263312 Telecommunications Network Engineer,95,4,46246.09064710648
08/2026,263312 Telecommunications Network Engineer,90,16,46252.82646851852
08/2026,263312 Telecommunications Network Engineer,85,19,46205.68091149305
08/2026,263312 Telecommunications Network Engineer,55,4,45831.852759375004
08/2026,263312 Telecommunications Network Engineer,60,3,46078.8789809838
08/2026,133211 Engineering Manager,65,63,46262.871271412034
08/2026,133211 Engineering Manager,75,47,46243.97254675926
08/2026,133211 Engineering Manager,70,55,46263.8371746875
08/2026,133211 Engineering Manager,80,11,46237.83563035879
08/2026,133211 Engineering Manager,90,1,46177.09279224537
08/2026,133211 Engineering Manager,85,5,46233.67625625
08/2026,133211 Engineering Manager,55,19,45988.98822943287
08/2026,133211 Engineering Manager,60,16,46265.7552599537
08/2026,133211 Engineering Manager,40,2,45700.34612002315
08/2026,133211 Engineering Manager,45,2,45886.635700659725
08/2026,233213 Quantity Surveyor,65,101,46258.52486612269
08/2026,233213 Quantity Surveyor,75,120,46244.551155787034
08/2026,233213 Quantity Surveyor,70,112,46265.87776508102
08/2026,233213 Quantity Surveyor,80,94,46260.78106137732
08/2026,233213 Quantity Surveyor,95,3,46175.53566087963
08/2026,233213 Quantity Surveyor,90,40,46245.61640853009
08/2026,233213 Quantity Surveyor,85,73,46250.7610258912
08/2026,233213 Quantity Surveyor,55,8,46255.457048032404
08/2026,233213 Quantity Surveyor,60,35,46216.58056354167
08/2026,233213 Quantity Surveyor,50,1,46253.28708217593
08/2026,233213 Quantity Surveyor,100,1,45825.64077442129
08/2026,233213 Quantity Surveyor,45,1,45693.79192858796
08/2026,234599 Life Scientists nec,65,6,46234.806749270836
08/2026,234599 Life Scientists nec,75,9,46246.54798290509
08/2026,234599 Life Scientists nec,70,7,46223.465406284726
08/2026,234599 Life Scientists nec,80,6,46251.741370752316
08/2026,234599 Life Scientists nec,95,3,46237.495004745375
08/2026,234599 Life Scientists nec,90,10,46160.7209702199
08/2026,234599 Life Scientists nec,85,3,46209.51933336806
08/2026,234599 Life Scientists nec,55,3,46073.79258642361
08/2026,234599 Life Scientists nec,60,1,46259.95868174768
08/2026,234599 Life Scientists nec,50,2,46232.731803622686
08/2026,234599 Life Scientists nec,100,1,46054.14110443287
08/2026,254422 Registered Nurse (Mental Health),65,19,46246.764100810185
08/2026,254422 Registered Nurse (Mental Health),75,54,46262.610863194444
08/2026,254422 Registered Nurse (Mental Health),70,35,46259.53619251157
08/2026,254422 Registered Nurse (Mental Health),80,21,46261.99385813657
08/2026,254422 Registered Nurse (Mental Health),90,2,46220.46206651621
08/2026,254422 Registered Nurse (Mental Health),85,4,46265.82252346065
08/2026,254422 Registered Nurse (Mental Health),55,3,45861.93375239583
08/2026,254422 Registered Nurse (Mental Health),60,6,46206.63470196759
08/2026,254422 Registered Nurse (Mental Health),50,1,45968.623641666665
08/2026,254422 Registered Nurse (Mental Health),45,1,45969.209307094905
08/2026,312211 Civil Engineering Draftsperson,65,544,46263.53001828704
08/2026,312211 Civil Engineering Draftsperson,75,518,46265.65655454861
08/2026,312211 Civil Engineering Draftsperson,70,683,46265.86841446759
08/2026,312211 Civil Engineering Draftsperson,80,354,46264.915640011575
08/2026,312211 Civil Engineering Draftsperson,95,7,46205.57981188657
08/2026,312211 Civil Engineering Draftsperson,90,44,46258.63907642361
08/2026,312211 Civil Engineering Draftsperson,85,240,46263.92267395833
08/2026,312211 Civil Engineering Draftsperson,55,69,46265.89701087963
08/2026,312211 Civil Engineering Draftsperson,60,177,46261.149163159724
08/2026,312211 Civil Engineering Draftsperson,50,27,46236.949491631945
08/2026,312211 Civil Engineering Draftsperson,100,1,46230.94825644676
08/2026,312211 Civil Engineering Draftsperson,40,4,46114.810229780094
08/2026,312211 Civil Engineering Draftsperson,45,8,46190.91569618056
08/2026,321212 Diesel Motor Mechanic,65,18,46259.875731168984
08/2026,321212 Diesel Motor Mechanic,75,15,46204.94217364583
08/2026,321212 Diesel Motor Mechanic,70,11,46247.66507434028
08/2026,321212 Diesel Motor Mechanic,80,4,46177.68225347222
08/2026,321212 Diesel Motor Mechanic,95,2,45778.77790922453
08/2026,321212 Diesel Motor Mechanic,85,2,45992.62723306713
08/2026,321212 Diesel Motor Mechanic,55,3,46208.58742118056
08/2026,321212 Diesel Motor Mechanic,60,7,46262.77232207176
08/2026,321212 Diesel Motor Mechanic,50,1,45785.55013371528
08/2026,234511 Life Scientist (General),65,15,46256.73895320602
08/2026,234511 Life Scientist (General),75,32,46262.47826423611
08/2026,234511 Life Scientist (General),70,20,46256.70975196759
08/2026,234511 Life Scientist (General),80,13,46253.8043105324
08/2026,234511 Life Scientist (General),95,9,46262.48125408565
08/2026,234511 Life Scientist (General),90,20,46246.73236809028
08/2026,234511 Life Scientist (General),85,29,46258.47267762732
08/2026,234511 Life Scientist (General),55,4,46237.62906585648
08/2026,234511 Life Scientist (General),60,10,46192.62661269676
08/2026,234511 Life Scientist (General),50,1,45606.06451087963
08/2026,234511 Life Scientist (General),100,4,46265.81377091435
08/2026,234511 Life Scientist (General),105,2,46208.66189733797
08/2026,254423 Registered Nurse (Perioperative),65,69,46254.60265586805
08/2026,254423 Registered Nurse (Perioperative),75,43,46262.70192450231
08/2026,254423 Registered Nurse (Perioperative),70,48,46252.60803387732
08/2026,254423 Registered Nurse (Perioperative),80,13,46260.85853799769
08/2026,254423 Registered Nurse (Perioperative),95,1,46251.58316354167
08/2026,254423 Registered Nurse (Perioperative),85,1,46249.873909456015
08/2026,254423 Registered Nurse (Perioperative),55,9,46262.800893900465
08/2026,254423 Registered Nurse (Perioperative),60,8,46252.001797997684
08/2026,254423 Registered Nurse (Perioperative),50,4,46175.047656979164
08/2026,233212 Geotechnical Engineer,65,13,46182.043470219905
08/2026,233212 Geotechnical Engineer,75,25,46195.24988603009
08/2026,233212 Geotechnical Engineer,70,30,46253.94631153935
08/2026,233212 Geotechnical Engineer,80,22,46239.88791898148
08/2026,233212 Geotechnical Engineer,95,3,46045.961137997685
08/2026,233212 Geotechnical Engineer,90,7,46240.48962480324
08/2026,233212 Geotechnical Engineer,85,19,46252.843081053245
08/2026,233212 Geotechnical Engineer,60,4,45973.00542630787
08/2026,233212 Geotechnical Engineer,100,1,45835.41512954861
08/2026,232212 Surveyor,65,24,46244.83478842593
08/2026,232212 Surveyor,75,16,46104.30364143518
08/2026,232212 Surveyor,70,10,46231.05811709491
08/2026,232212 Surveyor,80,6,45915.97559560185
08/2026,232212 Surveyor,90,1,46173.89696878472
08/2026,232212 Surveyor,85,5,46177.14673295139
08/2026,232212 Surveyor,55,6,46141.75106913195
08/2026,232212 Surveyor,60,5,46252.788539120374
08/2026,254499 Registered Nurses nec,65,662,46265.780314814816
08/2026,254499 Registered Nurses nec,75,980,46264.60027565972
08/2026,254499 Registered Nurses nec,70,986,46265.76735462963
08/2026,254499 Registered Nurses nec,80,367,46265.71927931713
08/2026,254499 Registered Nurses nec,90,24,46248.53020821759
08/2026,254499 Registered Nurses nec,85,101,46265.6801599537
08/2026,254499 Registered Nurses nec,55,55,46254.485524386575
08/2026,254499 Registered Nurses nec,60,140,46265.68973402778
08/2026,254499 Registered Nurses nec,50,19,46259.55297866898
08/2026,254499 Registered Nurses nec,100,1,46177.00904016204
08/2026,254499 Registered Nurses nec,45,4,46245.65352179398
08/2026,254499 Registered Nurses nec,120,1,46248.930710960645
08/2026,221113 Taxation Accountant,65,81,46252.4690491088
08/2026,221113 Taxation Accountant,75,166,46245.53044957176
08/2026,221113 Taxation Accountant,70,175,46259.68280829861
08/2026,221113 Taxation Accountant,80,144,46252.67806987269
08/2026,221113 Taxation Accountant,95,69,46264.34183009259
08/2026,221113 Taxation Accountant,90,114,46265.95993024306
08/2026,221113 Taxation Accountant,85,176,46235.71078603009
08/2026,221113 Taxation Accountant,55,6,46247.47753758102
08/2026,221113 Taxation Accountant,60,15,46129.59289641204
08/2026,221113 Taxation Accountant,50,2,46008.71642349537
08/2026,221113 Taxation Accountant,100,29,46247.6605931713
08/2026,323313 Locksmith,75,2,45941.60144950231
08/2026,323313 Locksmith,70,1,45954.4167303588
08/2026,323313 Locksmith,55,1,45773.05278753472
08/2026,224512 Valuer,65,5,46115.278381828706
08/2026,224512 Valuer,75,13,46210.62577075232
08/2026,224512 Valuer,70,6,46244.03243831018
08/2026,224512 Valuer,80,8,46032.11166704861
08/2026,224512 Valuer,85,1,45888.79876721065
08/2026,224512 Valuer,55,2,46209.05790925926
08/2026,224512 Valuer,30,1,45972.71963576389
08/2026,261311 Analyst Programmer,65,253,46261.65452222222
08/2026,261311 Analyst Programmer,75,463,46263.86293232639
08/2026,261311 Analyst Programmer,70,327,46264.623083831015
08/2026,261311 Analyst Programmer,80,467,46265.89701704861
08/2026,261311 Analyst Programmer,95,369,46258.78374560185
08/2026,261311 Analyst Programmer,90,695,46265.63145925926
08/2026,261311 Analyst Programmer,85,553,46265.67593457176
08/2026,261311 Analyst Programmer,55,24,46265.87503978009
08/2026,261311 Analyst Programmer,60,62,46262.90041408565
08/2026,261311 Analyst Programmer,50,10,46242.86262079861
08/2026,261311 Analyst Programmer,110,2,45969.7230258912
08/2026,261311 Analyst Programmer,100,141,46246.71774290509
08/2026,261311 Analyst Programmer,105,12,46231.41032152778
08/2026,261311 Analyst Programmer,45,1,45673.855015243054
08/2026,234516 Marine Biologist,65,5,46242.04093206018
08/2026,234516 Marine Biologist,75,4,45860.09642033565
08/2026,234516 Marine Biologist,70,1,46161.92373796296
08/2026,234516 Marine Biologist,80,8,46230.66208252315
08/2026,234516 Marine Biologist,95,1,46133.77490952546
08/2026,234516 Marine Biologist,90,6,46177.418444131945
08/2026,234516 Marine Biologist,85,3,46223.229484490745
08/2026,234516 Marine Biologist,60,2,45967.4705090625
08/2026,233215 Transport Engineer,65,27,46236.82240266204
08/2026,233215 Transport Engineer,75,25,46210.5683341088
08/2026,233215 Transport Engineer,70,23,46264.901588657405
08/2026,233215 Transport Engineer,80,28,46226.5115622338
08/2026,233215 Transport Engineer,95,3,46174.76150659722
08/2026,233215 Transport Engineer,90,3,45971.386597488425
08/2026,233215 Transport Engineer,85,16,46220.66048306713
08/2026,233215 Transport Engineer,55,4,45965.72151307871
08/2026,233215 Transport Engineer,60,2,45792.11449313657
08/2026,233215 Transport Engineer,100,2,46081.98131134259
08/2026,233214 Structural Engineer,65,69,46265.75596693287
08/2026,233214 Structural Engineer,75,78,46254.90533966435
08/2026,233214 Structural Engineer,70,74,46247.60073116898
08/2026,233214 Structural Engineer,80,71,46262.652175034724
08/2026,233214 Structural Engineer,95,11,46103.922423842596
08/2026,233214 Structural Engineer,90,36,46228.73896403935
08/2026,233214 Structural Engineer,85,53,46220.558495254634
08/2026,233214 Structural Engineer,55,5,46164.88101385417
08/2026,233214 Structural Engineer,60,12,46239.80849895833
08/2026,233214 Structural Engineer,50,1,46215.05896512732
08/2026,233214 Structural Engineer,110,1,45707.536374386575
08/2026,233214 Structural Engineer,100,2,45789.939151770835
08/2026,233611 Mining Engineer (excluding Petroleum),65,40,46253.423594872685
08/2026,233611 Mining Engineer (excluding Petroleum),75,41,46260.489433449075
08/2026,233611 Mining Engineer (excluding Petroleum),70,41,46245.63484363426
08/2026,233611 Mining Engineer (excluding Petroleum),80,22,46240.88650787037
08/2026,233611 Mining Engineer (excluding Petroleum),95,2,46171.95147453704
08/2026,233611 Mining Engineer (excluding Petroleum),90,3,46262.606804317125
08/2026,233611 Mining Engineer (excluding Petroleum),85,6,46197.704784525464
08/2026,233611 Mining Engineer (excluding Petroleum),55,3,45933.83732048611
08/2026,233611 Mining Engineer (excluding Petroleum),60,5,46236.781444016204
08/2026,233611 Mining Engineer (excluding Petroleum),50,2,46142.19039001157
08/2026,233611 Mining Engineer (excluding Petroleum),45,2,45945.010905243056
08/2026,254417 Registered Nurse (Disability and Rehabilitation),65,13,46265.70739016204
08/2026,254417 Registered Nurse (Disability and Rehabilitation),75,16,46203.64099583333
08/2026,254417 Registered Nurse (Disability and Rehabilitation),70,13,46224.876087881945
08/2026,254417 Registered Nurse (Disability and Rehabilitation),80,4,46176.71878364583
08/2026,254417 Registered Nurse (Disability and Rehabilitation),60,2,46196.79596539352
08/2026,261211 Multimedia Specialist,65,18,46246.89305096065
08/2026,261211 Multimedia Specialist,75,34,46255.67224771991
08/2026,261211 Multimedia Specialist,70,37,46251.603009872684
08/2026,261211 Multimedia Specialist,80,33,46258.71142890046
08/2026,261211 Multimedia Specialist,95,33,46259.71478194444
08/2026,261211 Multimedia Specialist,90,80,46265.71441990741
08/2026,261211 Multimedia Specialist,85,44,46265.936328587966
08/2026,261211 Multimedia Specialist,55,2,45959.47423394676
08/2026,261211 Multimedia Specialist,60,1,45790.41675891203
08/2026,261211 Multimedia Specialist,50,2,45721.73119155093
08/2026,261211 Multimedia Specialist,100,7,46240.540333067125
08/2026,263311 Telecommunications Engineer,65,89,46253.530595219905
08/2026,263311 Telecommunications Engineer,75,161,46245.83699872685
08/2026,263311 Telecommunications Engineer,70,65,46254.3497403588
08/2026,263311 Telecommunications Engineer,80,95,46264.922976076385
08/2026,263311 Telecommunications Engineer,95,9,46252.669522372686
08/2026,263311 Telecommunications Engineer,90,55,46259.74091273148
08/2026,263311 Telecommunications Engineer,85,82,46259.85553556713
08/2026,263311 Telecommunications Engineer,55,16,46194.73717951389
08/2026,263311 Telecommunications Engineer,60,35,46231.635332210644
08/2026,263311 Telecommunications Engineer,50,4,46199.600160497685
08/2026,263311 Telecommunications Engineer,45,3,45758.512514201386
08/2026,322313 Welder (First Class),65,66,46265.84285173611
08/2026,322313 Welder (First Class),75,59,46261.71532144676
08/2026,322313 Welder (First Class),70,54,46243.77549042824
08/2026,322313 Welder (First Class),80,33,46252.57500517361
08/2026,322313 Welder (First Class),90,6,46057.75998665509
08/2026,322313 Welder (First Class),85,4,46174.02630868056
08/2026,322313 Welder (First Class),55,5,46112.880709108795
08/2026,322313 Welder (First Class),60,23,46134.74758715278
08/2026,322313 Welder (First Class),50,3,46237.585099386575
08/2026,322313 Welder (First Class),45,1,45691.76110451389
