AsAt,Occupation,Score,only
08/2026,233215 Transport Engineer,80,28
08/2026,233215 Transport Engineer,95,3
08/2026,233215 Transport Engineer,90,3
08/2026,233215 Transport Engineer,85,16
08/2026,233215 Transport Engineer,55,4
08/2026,233215 Transport Engineer,60,2
08/2026,233215 Transport Engineer,100,2
08/2026,233214 Structural Engineer,65,69
08/2026,233214 Structural Engineer,75,78
08/2026,233214 Structural Engineer,70,74
08/2026,233214 Structural Engineer,80,71
08/2026,233214 Structural Engineer,95,11
08/2026,233214 Structural Engineer,90,36
08/2026,233214 Structural Engineer,85,53
08/2026,233214 Structural Engineer,55,5
08/2026,233214 Structural Engineer,60,12
08/2026,233214 Structural Engineer,50,1
08/2026,233214 Structural Engineer,110,1
08/2026,233214 Structural Engineer,100,2
08/2026,233611 Mining Engineer (excluding Petroleum),65,40
08/2026,233611 Mining Engineer (excluding Petroleum),75,41
08/2026,233611 Mining Engineer (excluding Petroleum),70,41
08/2026,233611 Mining Engineer (excluding Petroleum),80,22
08/2026,233611 Mining Engineer (excluding Petroleum),95,2
08/2026,233611 Mining Engineer (excluding Petroleum),90,3
08/2026,233611 Mining Engineer (excluding Petroleum),85,6
08/2026,233611 Mining Engineer (excluding Petroleum),55,3
08/2026,233611 Mining Engineer (excluding Petroleum),60,5
08/2026,233611 Mining Engineer (excluding Petroleum),50,2
08/2026,233611 Mining Engineer (excluding Petroleum),45,2
08/2026,254417 Registered Nurse (Disability and Rehabilitation),65,13
08/2026,254417 Registered Nurse (Disability and Rehabilitation),75,16
08/2026,254417 Registered Nurse (Disability and Rehabilitation),70,13
08/2026,254417 Registered Nurse (Disability and Rehabilitation),80,4
08/2026,254417 Registered Nurse (Disability and Rehabilitation),60,2
08/2026,261211 Multimedia Specialist,65,18
08/2026,261211 Multimedia Specialist,75,34
08/2026,261211 Multimedia Specialist,70,37
08/2026,261211 Multimedia Specialist,80,33
08/2026,261211 Multimedia Specialist,95,33
08/2026,261211 Multimedia Specialist,90,80
08/2026,261211 Multimedia Specialist,85,44
08/2026,261211 Multimedia Specialist,55,2
08/2026,261211 Multimedia Specialist,60,1
08/2026,261211 Multimedia Specialist,50,2
08/2026,261211 Multimedia Specialist,100,7
08/2026,263311 Telecommunications Engineer,65,89
08/2026,263311 Telecommunications Engineer,75,161
08/2026,263311 Telecommunications Engineer,70,65
08/2026,263311 Telecommunications Engineer,80,95
08/2026,263311 Telecommunications Engineer,95,9
08/2026,263311 Telecommunications Engineer,90,55
08/2026,263311 Telecommunications Engineer,85,82
08/2026,263311 Telecommunications Engineer,55,16
08/2026,263311 Telecommunications Engineer,60,35
08/2026,263311 Telecommunications Engineer,50,4
08/2026,263311 Telecommunications Engineer,45,3
08/2026,322313 Welder (First Class),65,66
08/2026,322313 Welder (First Class),75,59
08/2026,322313 Welder (First Class),70,54
08/2026,322313 Welder (First Class),80,33
08/2026,322313 Welder (First Class),90,6
08/2026,322313 Welder (First Class),85,4
08/2026,322313 Welder (First Class),55,5
08/2026,322313 Welder (First Class),60,23
08/2026,322313 Welder (First Class),50,3
08/2026,322313 Welder (First Class),45,1
08/2026,322313 Welder (First Class),30,1
08/2026,234912 Metallurgist,65,18
08/2026,234912 Metallurgist,75,9
08/2026,234912 Metallurgist,70,9
08/2026,234912 Metallurgist,80,5
08/2026,234912 Metallurgist,85,3
08/2026,234912 Metallurgist,55,2
08/2026,234912 Metallurgist,60,4
08/2026,234912 Metallurgist,105,1
08/2026,232214 Other Spatial Scientist,65,8
08/2026,232214 Other Spatial Scientist,75,18
08/2026,232214 Other Spatial Scientist,70,12
08/2026,232214 Other Spatial Scientist,80,10
08/2026,232214 Other Spatial Scientist,85,14
08/2026,232214 Other Spatial Scientist,55,1
08/2026,232214 Other Spatial Scientist,60,2
08/2026,232214 Other Spatial Scientist,50,1
08/2026,133111 Construction Project Manager,65,316
08/2026,133111 Construction Project Manager,75,343
08/2026,133111 Construction Project Manager,70,324
08/2026,133111 Construction Project Manager,80,149
08/2026,133111 Construction Project Manager,95,6
08/2026,133111 Construction Project Manager,90,19
08/2026,133111 Construction Project Manager,85,48
08/2026,133111 Construction Project Manager,55,52
08/2026,133111 Construction Project Manager,60,81
08/2026,133111 Construction Project Manager,50,13
08/2026,133111 Construction Project Manager,100,1
08/2026,133111 Construction Project Manager,40,3
08/2026,133111 Construction Project Manager,45,8
08/2026,253111 General Practitioner,65,39
08/2026,253111 General Practitioner,75,96
08/2026,253111 General Practitioner,70,68
08/2026,253111 General Practitioner,80,65
08/2026,253111 General Practitioner,95,1
08/2026,253111 General Practitioner,90,9
08/2026,253111 General Practitioner,85,29
08/2026,253111 General Practitioner,55,5
08/2026,253111 General Practitioner,60,9
08/2026,253111 General Practitioner,50,3
08/2026,234313 Environmental Research Scientist,65,8
08/2026,234313 Environmental Research Scientist,75,11
08/2026,234313 Environmental Research Scientist,70,15
08/2026,234313 Environmental Research Scientist,80,5
08/2026,234313 Environmental Research Scientist,95,1
08/2026,234313 Environmental Research Scientist,90,5
08/2026,234313 Environmental Research Scientist,85,9
08/2026,234313 Environmental Research Scientist,55,3
08/2026,234313 Environmental Research Scientist,60,2
08/2026,233911 Aeronautical Engineer,65,19
08/2026,233911 Aeronautical Engineer,75,27
08/2026,233911 Aeronautical Engineer,70,25
08/2026,233911 Aeronautical Engineer,80,44
08/2026,233911 Aeronautical Engineer,95,4
08/2026,233911 Aeronautical Engineer,90,13
08/2026,233911 Aeronautical Engineer,85,34
08/2026,233911 Aeronautical Engineer,55,2
08/2026,233911 Aeronautical Engineer,60,14
08/2026,233911 Aeronautical Engineer,50,3
08/2026,233911 Aeronautical Engineer,105,1
08/2026,233911 Aeronautical Engineer,45,1
08/2026,234112 Agricultural Scientist,65,27
08/2026,234112 Agricultural Scientist,75,29
08/2026,234112 Agricultural Scientist,70,25
08/2026,234112 Agricultural Scientist,80,24
08/2026,234112 Agricultural Scientist,95,5
08/2026,234112 Agricultural Scientist,90,11
08/2026,234112 Agricultural Scientist,85,13
08/2026,234112 Agricultural Scientist,55,2
08/2026,234112 Agricultural Scientist,60,3
08/2026,234112 Agricultural Scientist,50,2
08/2026,234112 Agricultural Scientist,100,2
08/2026,234113 Forester,65,2
08/2026,234113 Forester,75,4
08/2026,234113 Forester,70,4
08/2026,234113 Forester,80,2
08/2026,234113 Forester,85,2
08/2026,234113 Forester,55,1
08/2026,234113 Forester,50,1
08/2026,271111 Barrister,75,1
08/2026,271111 Barrister,70,1
08/2026,271111 Barrister,80,4
08/2026,271111 Barrister,85,1
08/2026,271111 Barrister,55,1
08/2026,313213 Telecommunications Network Planner,65,56
08/2026,313213 Telecommunications Network Planner,75,43
08/2026,313213 Telecommunications Network Planner,70,62
08/2026,313213 Telecommunications Network Planner,80,28
08/2026,313213 Telecommunications Network Planner,90,8
08/2026,313213 Telecommunications Network Planner,85,14
08/2026,313213 Telecommunications Network Planner,55,14
08/2026,313213 Telecommunications Network Planner,60,29
08/2026,313213 Telecommunications Network Planner,50,11
08/2026,313213 Telecommunications Network Planner,40,2
08/2026,313213 Telecommunications Network Planner,45,5
08/2026,313213 Telecommunications Network Planner,35,1
08/2026,331212 Carpenter,65,208
08/2026,331212 Carpenter,75,43
08/2026,331212 Carpenter,70,82
08/2026,331212 Carpenter,80,12
08/2026,331212 Carpenter,90,3
08/2026,331212 Carpenter,85,4
08/2026,331212 Carpenter,55,30
08/2026,331212 Carpenter,60,64
08/2026,331212 Carpenter,50,8
08/2026,331212 Carpenter,100,1
08/2026,331212 Carpenter,40,1
08/2026,331212 Carpenter,45,2
08/2026,331212 Carpenter,30,1
08/2026,272511 Social Worker,65,120
08/2026,272511 Social Worker,75,242
08/2026,272511 Social Worker,70,221
08/2026,272511 Social Worker,80,90
08/2026,272511 Social Worker,90,5
08/2026,272511 Social Worker,85,33
08/2026,272511 Social Worker,55,11
08/2026,272511 Social Worker,60,13
08/2026,272511 Social Worker,50,2
08/2026,332211 Painting Trades Worker,65,171
08/2026,332211 Painting Trades Worker,75,91
08/2026,332211 Painting Trades Worker,70,172
08/2026,332211 Painting Trades Worker,80,32
08/2026,332211 Painting Trades Worker,90,3
08/2026,332211 Painting Trades Worker,85,6
08/2026,332211 Painting Trades Worker,55,6
08/2026,332211 Painting Trades Worker,60,41
08/2026,332211 Painting Trades Worker,50,4
08/2026,332211 Painting Trades Worker,45,4
08/2026,342313 Electronic Equipment Trades Worker,65,44
08/2026,342313 Electronic Equipment Trades Worker,75,17
08/2026,342313 Electronic Equipment Trades Worker,70,32
08/2026,342313 Electronic Equipment Trades Worker,80,5
08/2026,342313 Electronic Equipment Trades Worker,90,1
08/2026,342313 Electronic Equipment Trades Worker,85,2
08/2026,342313 Electronic Equipment Trades Worker,55,9
08/2026,342313 Electronic Equipment Trades Worker,60,13
08/2026,342313 Electronic Equipment Trades Worker,45,1
08/2026,233612 Petroleum Engineer,65,21
08/2026,233612 Petroleum Engineer,75,29
08/2026,233612 Petroleum Engineer,70,26
08/2026,233612 Petroleum Engineer,80,19
08/2026,233612 Petroleum Engineer,95,1
08/2026,233612 Petroleum Engineer,90,4
08/2026,233612 Petroleum Engineer,85,10
08/2026,233612 Petroleum Engineer,55,5
08/2026,233612 Petroleum Engineer,60,9
08/2026,233612 Petroleum Engineer,50,4
08/2026,233612 Petroleum Engineer,40,1
08/2026,252111 Chiropractor,65,3
08/2026,252111 Chiropractor,75,71
08/2026,252111 Chiropractor,70,8
08/2026,252111 Chiropractor,80,7
08/2026,252111 Chiropractor,85,2
08/2026,252111 Chiropractor,60,1
08/2026,313212 Telecommunications Field Engineer,65,10
08/2026,313212 Telecommunications Field Engineer,75,22
08/2026,313212 Telecommunications Field Engineer,70,19
08/2026,313212 Telecommunications Field Engineer,80,9
08/2026,313212 Telecommunications Field Engineer,90,12
08/2026,313212 Telecommunications Field Engineer,85,7
08/2026,313212 Telecommunications Field Engineer,55,2
08/2026,313212 Telecommunications Field Engineer,60,3
08/2026,233915 Environmental Engineer,65,26
08/2026,233915 Environmental Engineer,75,39
08/2026,233915 Environmental Engineer,70,27
08/2026,233915 Environmental Engineer,80,32
08/2026,233915 Environmental Engineer,95,12
08/2026,233915 Environmental Engineer,90,26
08/2026,233915 Environmental Engineer,85,32
08/2026,233915 Environmental Engineer,55,2
08/2026,233915 Environmental Engineer,60,5
08/2026,233915 Environmental Engineer,100,1
08/2026,394111 Cabinetmaker,65,22
08/2026,394111 Cabinetmaker,75,11
08/2026,394111 Cabinetmaker,70,23
08/2026,394111 Cabinetmaker,80,3
08/2026,394111 Cabinetmaker,85,4
08/2026,394111 Cabinetmaker,55,3
08/2026,394111 Cabinetmaker,60,7
08/2026,394111 Cabinetmaker,50,2
08/2026,394111 Cabinetmaker,45,1
08/2026,254415 Registered Nurse (Critical Care and Emergency),65,264
08/2026,254415 Registered Nurse (Critical Care and Emergency),75,125
08/2026,254415 Registered Nurse (Critical Care and Emergency),70,153
08/2026,254415 Registered Nurse (Critical Care and Emergency),80,29
08/2026,254415 Registered Nurse (Critical Care and Emergency),95,1
08/2026,254415 Registered Nurse (Critical Care and Emergency),90,2
08/2026,254415 Registered Nurse (Critical Care and Emergency),85,11
08/2026,254415 Registered Nurse (Critical Care and Emergency),55,46
08/2026,254415 Registered Nurse (Critical Care and Emergency),60,64
08/2026,254415 Registered Nurse (Critical Care and Emergency),50,10
08/2026,254415 Registered Nurse (Critical Care and Emergency),40,1
08/2026,254415 Registered Nurse (Critical Care and Emergency),45,4
08/2026,224311 Economist,65,18
08/2026,224311 Economist,75,14
08/2026,224311 Economist,70,14
08/2026,224311 Economist,80,19
08/2026,224311 Economist,90,7
08/2026,224311 Economist,85,11
08/2026,224311 Economist,55,1
08/2026,224311 Economist,60,4
08/2026,224311 Economist,100,1
08/2026,224311 Economist,45,1
08/2026,234514 Biotechnologist,65,29
08/2026,234514 Biotechnologist,75,37
08/2026,234514 Biotechnologist,70,28
08/2026,234514 Biotechnologist,80,36
08/2026,234514 Biotechnologist,95,6
08/2026,234514 Biotechnologist,90,32
08/2026,234514 Biotechnologist,85,34
08/2026,234514 Biotechnologist,55,4
08/2026,234514 Biotechnologist,60,11
08/2026,234514 Biotechnologist,100,2
08/2026,331111 Bricklayer,65,37
08/2026,331111 Bricklayer,75,15
08/2026,331111 Bricklayer,70,19
08/2026,331111 Bricklayer,80,3
08/2026,331111 Bricklayer,85,1
08/2026,331111 Bricklayer,55,7
08/2026,331111 Bricklayer,60,10
08/2026,331111 Bricklayer,50,1
08/2026,331111 Bricklayer,45,1
08/2026,139912 Environmental Manager,65,15
08/2026,139912 Environmental Manager,75,23
08/2026,139912 Environmental Manager,70,17
08/2026,139912 Environmental Manager,80,8
08/2026,139912 Environmental Manager,90,2
08/2026,139912 Environmental Manager,85,4
08/2026,139912 Environmental Manager,55,4
08/2026,139912 Environmental Manager,60,5
08/2026,139912 Environmental Manager,50,2
08/2026,233511 Industrial Engineer,65,64
08/2026,233511 Industrial Engineer,75,68
08/2026,233511 Industrial Engineer,70,57
08/2026,233511 Industrial Engineer,80,56
08/2026,233511 Industrial Engineer,95,14
08/2026,233511 Industrial Engineer,90,36
08/2026,233511 Industrial Engineer,85,42
08/2026,233511 Industrial Engineer,55,7
08/2026,233511 Industrial Engineer,60,22
08/2026,233511 Industrial Engineer,50,3
08/2026,233511 Industrial Engineer,100,1
08/2026,139911 Arts Administrator or Manager,65,6
08/2026,139911 Arts Administrator or Manager,75,2
08/2026,139911 Arts Administrator or Manager,70,5
08/2026,139911 Arts Administrator or Manager,80,1
08/2026,139911 Arts Administrator or Manager,90,1
08/2026,139911 Arts Administrator or Manager,85,2
08/2026,139911 Arts Administrator or Manager,55,1
08/2026,139911 Arts Administrator or Manager,60,1
08/2026,254412 Registered Nurse (Aged Care),65,168
08/2026,254412 Registered Nurse (Aged Care),75,267
08/2026,254412 Registered Nurse (Aged Care),70,224
08/2026,254412 Registered Nurse (Aged Care),80,76
08/2026,254412 Registered Nurse (Aged Care),85,17
08/2026,254412 Registered Nurse (Aged Care),55,10
08/2026,254412 Registered Nurse (Aged Care),60,29
08/2026,254412 Registered Nurse (Aged Care),50,6
08/2026,254412 Registered Nurse (Aged Care),110,1
08/2026,254412 Registered Nurse (Aged Care),105,1
08/2026,254412 Registered Nurse (Aged Care),40,1
08/2026,254412 Registered Nurse (Aged Care),45,2
08/2026,253999 Medical Practitioners nec,65,34
08/2026,253999 Medical Practitioners nec,75,67
08/2026,253999 Medical Practitioners nec,70,48
08/2026,253999 Medical Practitioners nec,80,44
08/2026,253999 Medical Practitioners nec,90,8
08/2026,253999 Medical Practitioners nec,85,32
08/2026,253999 Medical Practitioners nec,55,4
08/2026,253999 Medical Practitioners nec,60,7
08/2026,253999 Medical Practitioners nec,50,1
08/2026,234412 Geophysicist,65,2
08/2026,234412 Geophysicist,75,1
08/2026,234412 Geophysicist,70,3
08/2026,234412 Geophysicist,80,5
08/2026,234412 Geophysicist,90,2
08/2026,234412 Geophysicist,85,1
08/2026,234412 Geophysicist,55,1
08/2026,234412 Geophysicist,60,1
08/2026,224113 Statistician,65,31
08/2026,224113 Statistician,75,71
08/2026,224113 Statistician,70,44
08/2026,224113 Statistician,80,52
08/2026,224113 Statistician,95,20
08/2026,224113 Statistician,90,62
08/2026,224113 Statistician,85,83
08/2026,224113 Statistician,55,3
08/2026,224113 Statistician,60,11
08/2026,224113 Statistician,50,1
08/2026,224113 Statistician,100,3
08/2026,224113 Statistician,105,2
08/2026,341111 Electrician (General),65,46
08/2026,341111 Electrician (General),75,7
08/2026,341111 Electrician (General),70,19
08/2026,341111 Electrician (General),80,4
08/2026,341111 Electrician (General),85,1
08/2026,341111 Electrician (General),55,7
08/2026,341111 Electrician (General),60,9
08/2026,341111 Electrician (General),50,4
08/2026,341111 Electrician (General),45,2
