AsAt,OccGroup,Score,n,pool_doe_max,pool_doe_min
08/2026,2347 Veterinarians,85,17,46264.97148148148,45764.77885416667
08/2026,2347 Veterinarians,55,2,46247.20653935185,45929.49712962963
08/2026,2414 Secondary School Teachers,65,264,46266.21104166667,45544.6425
08/2026,2414 Secondary School Teachers,75,311,46266.21104166667,45757.663611111115
08/2026,2414 Secondary School Teachers,70,322,46266.21104166667,45581.54652777778
08/2026,2414 Secondary School Teachers,80,133,46266.21104166667,45665.744780092595
08/2026,2414 Secondary School Teachers,95,3,46239.20633101852,46177.02946759259
08/2026,2414 Secondary School Teachers,90,15,46262.20508101852,46075.72387731481
08/2026,2414 Secondary School Teachers,85,45,46264.255219907405,45994.52943287037
08/2026,2414 Secondary School Teachers,55,20,46262.428148148145,45925.20496527778
08/2026,2414 Secondary School Teachers,60,54,46266.21104166667,45558.587905092594
08/2026,2414 Secondary School Teachers,50,7,46261.55101851852,45982.204976851855
08/2026,2414 Secondary School Teachers,100,1,46177.00582175926,46177.00582175926
08/2026,2414 Secondary School Teachers,40,1,46091.20582175926,46091.20582175926
08/2026,2414 Secondary School Teachers,45,3,46262.60721064815,46070.955925925926
08/2026,1341 Child Care Centre Managers,65,3,46254.20762731481,45547.635717592595
08/2026,1341 Child Care Centre Managers,75,1,46232.20520833333,46232.20520833333
08/2026,1341 Child Care Centre Managers,70,4,46225.20591435185,45622.66986111111
08/2026,1341 Child Care Centre Managers,60,1,46233.2058912037,46085.766064814816
08/2026,"2241 Actuaries, Mathematicians and Statisticians",65,35,46267.208703703705,45604.567141203705
08/2026,"2241 Actuaries, Mathematicians and Statisticians",75,99,46267.208703703705,45553.526712962965
08/2026,"2241 Actuaries, Mathematicians and Statisticians",70,52,46265.77903935185,45558.103854166664
08/2026,"2241 Actuaries, Mathematicians and Statisticians",80,76,46265.006574074076,45554.77916666667
08/2026,"2241 Actuaries, Mathematicians and Statisticians",95,23,46266.21104166667,46017.8515625
08/2026,"2241 Actuaries, Mathematicians and Statisticians",90,79,46266.21104166667,45974.24248842592
08/2026,"2241 Actuaries, Mathematicians and Statisticians",85,104,46267.208703703705,45552.302766203706
08/2026,"2241 Actuaries, Mathematicians and Statisticians",55,3,46237.74266203704,46039.2053125
08/2026,"2241 Actuaries, Mathematicians and Statisticians",60,14,46265.84409722222,45546.20328703704
08/2026,"2241 Actuaries, Mathematicians and Statisticians",50,1,46226.20528935185,46134.9949537037
08/2026,"2241 Actuaries, Mathematicians and Statisticians",100,3,46255.208032407405,46207.909849537034
08/2026,"2241 Actuaries, Mathematicians and Statisticians",105,2,46206.974270833336,46013.07056712963
08/2026,"2241 Actuaries, Mathematicians and Statisticians",45,1,46078.205104166664,46078.205104166664
08/2026,3331 Glaziers,65,3,46178.52983796296,46046.981875
08/2026,3331 Glaziers,75,1,46158.20484953704,46000.779756944445
08/2026,3331 Glaziers,80,1,46198.92998842592,46198.92998842592
08/2026,3331 Glaziers,60,1,46021.20462962963,45782.53
08/2026,2421 University Lecturers and Tutors,65,209,46265.90020833333,45543.92171296296
08/2026,2421 University Lecturers and Tutors,75,186,46266.21104166667,45547.5477662037
08/2026,2421 University Lecturers and Tutors,70,203,46267.208703703705,45580.951875
08/2026,2421 University Lecturers and Tutors,80,160,46265.65671296296,45545.59409722222
08/2026,2421 University Lecturers and Tutors,95,61,46265.677615740744,45748.655810185184
08/2026,2421 University Lecturers and Tutors,90,115,46267.208703703705,45660.865069444444
08/2026,2421 University Lecturers and Tutors,85,137,46267.208703703705,45575.79263888889
08/2026,2421 University Lecturers and Tutors,55,21,46235.20949074074,45610.01224537037
08/2026,2421 University Lecturers and Tutors,60,56,46263.210752314815,45545.961481481485
08/2026,2421 University Lecturers and Tutors,50,9,46198.20940972222,45909.204988425925
08/2026,2421 University Lecturers and Tutors,100,31,46265.211539351854,45899.66303240741
08/2026,2421 University Lecturers and Tutors,105,10,46254.91648148148,45896.01572916667
08/2026,2421 University Lecturers and Tutors,45,1,45986.204421296294,45986.204421296294
08/2026,2633 Telecommunications Engineering Professionals,65,123,46264.213784722226,45541.06155092592
08/2026,2633 Telecommunications Engineering Professionals,75,186,46266.21104166667,45536.502175925925
08/2026,2633 Telecommunications Engineering Professionals,70,94,46262.20508101852,45542.4093287037
08/2026,2633 Telecommunications Engineering Professionals,80,120,46266.21104166667,45552.06517361111
08/2026,2633 Telecommunications Engineering Professionals,95,13,46252.66950231481,46053.205092592594
08/2026,2633 Telecommunications Engineering Professionals,90,71,46267.208703703705,45705.582766203705
08/2026,2633 Telecommunications Engineering Professionals,85,101,46266.21104166667,45540.5072337963
08/2026,2633 Telecommunications Engineering Professionals,55,20,46227.21060185185,45547.741481481484
08/2026,2633 Telecommunications Engineering Professionals,60,38,46250.20707175926,45599.45390046296
08/2026,2633 Telecommunications Engineering Professionals,50,4,46246.21188657408,45617.56925925926
08/2026,2633 Telecommunications Engineering Professionals,45,3,46163.20476851852,45541.513715277775
08/2026,1332 Engineering Managers,65,63,46263.210752314815,45548.62834490741
08/2026,1332 Engineering Managers,75,47,46265.211539351854,45552.76503472222
08/2026,1332 Engineering Managers,70,55,46263.83708333333,45626.77609953703
08/2026,1332 Engineering Managers,80,11,46258.929293981484,45564.88990740741
08/2026,1332 Engineering Managers,90,1,46177.092777777776,46177.092777777776
08/2026,1332 Engineering Managers,85,5,46259.20663194444,45935.22175925926
08/2026,1332 Engineering Managers,55,19,46264.213784722226,45804.20545138889
08/2026,1332 Engineering Managers,60,16,46265.75524305556,45593.9762962963
08/2026,1332 Engineering Managers,40,2,46187.21666666667,45700.34609953704
08/2026,1332 Engineering Managers,45,2,46233.2058912037,45868.204247685186
08/2026,3122 Civil Engineering Draftspersons and Technicians,65,815,46267.208703703705,45538.66453703704
08/2026,3122 Civil Engineering Draftspersons and Technicians,75,760,46266.21104166667,45542.515497685185
08/2026,3122 Civil Engineering Draftspersons and Technicians,70,917,46267.208703703705,45537.47431712963
08/2026,3122 Civil Engineering Draftspersons and Technicians,80,522,46267.208703703705,45540.48863425926
08/2026,3122 Civil Engineering Draftspersons and Technicians,95,19,46260.901979166665,45982.42768518518
08/2026,3122 Civil Engineering Draftspersons and Technicians,90,118,46265.89356481482,45875.76803240741
08/2026,3122 Civil Engineering Draftspersons and Technicians,85,377,46267.208703703705,45554.730578703704
08/2026,3122 Civil Engineering Draftspersons and Technicians,55,118,46265.897002314814,45541.48465277778
08/2026,3122 Civil Engineering Draftspersons and Technicians,60,252,46266.21104166667,45537.605416666665
08/2026,3122 Civil Engineering Draftspersons and Technicians,50,34,46265.211539351854,45540.72798611111
08/2026,3122 Civil Engineering Draftspersons and Technicians,100,2,46260.90956018519,46243.717210648145
08/2026,3122 Civil Engineering Draftspersons and Technicians,105,1,46111.48037037037,46111.48037037037
08/2026,3122 Civil Engineering Draftspersons and Technicians,40,7,46251.204930555556,45874.205046296294
08/2026,3122 Civil Engineering Draftspersons and Technicians,45,13,46234.86046296296,45544.48674768519
08/2026,1399 Other Specialist Managers,65,21,46259.20663194444,45552.83710648148
08/2026,1399 Other Specialist Managers,75,25,46254.20762731481,45548.81215277778
08/2026,1399 Other Specialist Managers,70,22,46264.213784722226,45799.02238425926
08/2026,1399 Other Specialist Managers,80,9,46265.54335648148,45841.57363425926
08/2026,1399 Other Specialist Managers,90,3,46265.72111111111,46226.48069444444
08/2026,1399 Other Specialist Managers,85,6,46259.638090277775,45984.20945601852
08/2026,1399 Other Specialist Managers,55,5,46255.208032407405,45779.22225694444
08/2026,1399 Other Specialist Managers,60,6,46250.20707175926,45855.832916666666
08/2026,1399 Other Specialist Managers,50,2,46246.48112268518,46173.89140046296
08/2026,2322 Cartographers and Surveyors,65,32,46259.20663194444,45540.51274305556
08/2026,2322 Cartographers and Surveyors,75,34,46262.20508101852,45626.210752314815
08/2026,2322 Cartographers and Surveyors,70,25,46265.81390046296,45614.02737268519
08/2026,2322 Cartographers and Surveyors,80,16,46262.85427083333,45548.634780092594
08/2026,2322 Cartographers and Surveyors,90,1,46238.20780092593,46173.89695601852
08/2026,2322 Cartographers and Surveyors,85,20,46258.83016203704,45943.20564814815
08/2026,2322 Cartographers and Surveyors,55,8,46221.694548611114,45880.42983796296
08/2026,2322 Cartographers and Surveyors,60,8,46264.213784722226,45756.02207175926
08/2026,2322 Cartographers and Surveyors,50,1,46175.63642361111,46175.63642361111
08/2026,3233 Precision Metal Trades Workers,75,2,46249.20521990741,45965.24605324074
08/2026,3233 Precision Metal Trades Workers,70,1,45954.416712962964,45954.416712962964
08/2026,3233 Precision Metal Trades Workers,55,1,46120.204375,45773.052777777775
08/2026,2245 Land Economists and Valuers,65,8,46234.20611111111,45587.40960648148
08/2026,2245 Land Economists and Valuers,75,17,46248.20554398148,45634.45515046296
08/2026,2245 Land Economists and Valuers,70,9,46250.20707175926,45707.44872685185
08/2026,2245 Land Economists and Valuers,80,12,46257.20914351852,45593.74065972222
08/2026,2245 Land Economists and Valuers,90,1,46243.97993055556,46243.97993055556
08/2026,2245 Land Economists and Valuers,85,2,46246.21188657408,45961.89679398148
08/2026,2245 Land Economists and Valuers,55,2,46209.05789351852,46200.635034722225
08/2026,2245 Land Economists and Valuers,60,1,46137.204976851855,46137.204976851855
08/2026,2245 Land Economists and Valuers,30,1,45972.719618055555,45972.719618055555
08/2026,2336 Mining Engineers,65,61,46262.20508101852,45537.86775462963
08/2026,2336 Mining Engineers,75,70,46264.213784722226,45554.96158564815
08/2026,2336 Mining Engineers,70,67,46265.834861111114,45536.93481481481
08/2026,2336 Mining Engineers,80,41,46265.41853009259,45702.055138888885
08/2026,2336 Mining Engineers,95,3,46247.20653935185,46097.20496527778
08/2026,2336 Mining Engineers,90,7,46265.72116898148,46106.20457175926
08/2026,2336 Mining Engineers,85,16,46260.20512731482,45958.445289351854
08/2026,2336 Mining Engineers,55,8,46222.22326388889,45713.20611111111
08/2026,2336 Mining Engineers,60,14,46249.20521990741,45747.208761574075
08/2026,2336 Mining Engineers,50,6,46261.20773148148,45718.68070601852
08/2026,2336 Mining Engineers,40,1,46129.20722222222,45540.58460648148
08/2026,2336 Mining Engineers,45,2,45945.0108912037,45895.071805555555
08/2026,2612 Multimedia Specialists and Web Developers,65,18,46264.213784722226,45541.72954861111
08/2026,2612 Multimedia Specialists and Web Developers,75,34,46265.211539351854,45602.68814814815
08/2026,2612 Multimedia Specialists and Web Developers,70,37,46264.213784722226,45699.87671296296
08/2026,2612 Multimedia Specialists and Web Developers,80,33,46267.208703703705,45637.79857638889
08/2026,2612 Multimedia Specialists and Web Developers,95,33,46264.62741898148,45996.88386574074
08/2026,2612 Multimedia Specialists and Web Developers,90,80,46266.21104166667,45642.59174768518
08/2026,2612 Multimedia Specialists and Web Developers,85,44,46265.936319444445,45601.482453703706
08/2026,2612 Multimedia Specialists and Web Developers,55,2,46123.21460648148,45705.81482638889
08/2026,2612 Multimedia Specialists and Web Developers,60,1,46074.207037037035,45790.41674768519
08/2026,2612 Multimedia Specialists and Web Developers,50,2,46097.20496527778,45706.65724537037
08/2026,2612 Multimedia Specialists and Web Developers,100,7,46240.54032407407,46041.735439814816
08/2026,3223 Structural Steel and Welding Trades Workers,65,91,46266.21104166667,45607.422002314815
08/2026,3223 Structural Steel and Welding Trades Workers,75,73,46265.211539351854,45636.81756944444
08/2026,3223 Structural Steel and Welding Trades Workers,70,74,46262.20508101852,45566.676782407405
08/2026,3223 Structural Steel and Welding Trades Workers,80,41,46262.65305555556,45587.8878125
08/2026,3223 Structural Steel and Welding Trades Workers,90,6,46057.75997685185,45990.20662037037
08/2026,3223 Structural Steel and Welding Trades Workers,85,4,46267.208703703705,45991.20695601852
08/2026,3223 Structural Steel and Welding Trades Workers,55,9,46261.20773148148,45992.572060185186
08/2026,3223 Structural Steel and Welding Trades Workers,60,25,46256.2065625,45742.20638888889
08/2026,3223 Structural Steel and Welding Trades Workers,50,6,46260.20512731482,45672.721608796295
08/2026,3223 Structural Steel and Welding Trades Workers,45,3,46226.20528935185,45720.20563657407
08/2026,3223 Structural Steel and Welding Trades Workers,30,1,46226.4756712963,46226.4756712963
08/2026,2349 Other Natural and Physical Science Professionals,65,31,46255.208032407405,45549.94678240741
08/2026,2349 Other Natural and Physical Science Professionals,75,18,46249.20521990741,45548.833125
08/2026,2349 Other Natural and Physical Science Professionals,70,18,46257.20914351852,45636.29684027778
08/2026,2349 Other Natural and Physical Science Professionals,80,10,46266.21104166667,45622.76642361111
08/2026,2349 Other Natural and Physical Science Professionals,95,2,46185.207395833335,46068.91409722222
08/2026,2349 Other Natural and Physical Science Professionals,90,3,46247.48501157408,46115.754745370374
08/2026,2349 Other Natural and Physical Science Professionals,85,13,46261.77646990741,45984.20945601852
08/2026,2349 Other Natural and Physical Science Professionals,55,3,46228.21045138889,45863.20371527778
08/2026,2349 Other Natural and Physical Science Professionals,60,6,46252.629965277774,45621.20721064815
08/2026,2349 Other Natural and Physical Science Professionals,100,2,46211.79515046296,46149.37944444444
08/2026,2349 Other Natural and Physical Science Professionals,105,2,46149.38927083334,46127.60425925926
08/2026,1331 Construction Managers,65,316,46265.90993055556,45543.23869212963
08/2026,1331 Construction Managers,75,343,46266.21104166667,45541.11009259259
