Visa,OccGroup,State,n
190SAS Skilled Australian Sponsored,1323 Human Resource Managers,WA,101
190SAS Skilled Australian Sponsored,1323 Human Resource Managers,ACT,85
190SAS Skilled Australian Sponsored,1323 Human Resource Managers,TAS,60
190SAS Skilled Australian Sponsored,1323 Human Resource Managers,NT,59
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,VIC,22
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,ANY,10
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,NSW,20
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,QLD,22
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,SA,42
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,WA,36
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,ACT,5
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,TAS,7
190SAS Skilled Australian Sponsored,3113 Primary Products Inspectors,NT,5
190SAS Skilled Australian Sponsored,1335 Production Managers,VIC,199
190SAS Skilled Australian Sponsored,1335 Production Managers,ANY,35
190SAS Skilled Australian Sponsored,1335 Production Managers,NSW,290
190SAS Skilled Australian Sponsored,1335 Production Managers,QLD,171
190SAS Skilled Australian Sponsored,1335 Production Managers,SA,265
190SAS Skilled Australian Sponsored,1335 Production Managers,WA,144
190SAS Skilled Australian Sponsored,1335 Production Managers,ACT,124
190SAS Skilled Australian Sponsored,1335 Production Managers,TAS,63
190SAS Skilled Australian Sponsored,1335 Production Managers,NT,70
190SAS Skilled Australian Sponsored,2515 Pharmacists,VIC,2742
190SAS Skilled Australian Sponsored,2515 Pharmacists,ANY,813
190SAS Skilled Australian Sponsored,2515 Pharmacists,NSW,3824
190SAS Skilled Australian Sponsored,2515 Pharmacists,QLD,1768
190SAS Skilled Australian Sponsored,2515 Pharmacists,SA,2920
190SAS Skilled Australian Sponsored,2515 Pharmacists,WA,2566
190SAS Skilled Australian Sponsored,2515 Pharmacists,ACT,2061
190SAS Skilled Australian Sponsored,2515 Pharmacists,TAS,1706
190SAS Skilled Australian Sponsored,2515 Pharmacists,NT,1496
190SAS Skilled Australian Sponsored,1351 ICT Managers,VIC,570
190SAS Skilled Australian Sponsored,1351 ICT Managers,ANY,221
190SAS Skilled Australian Sponsored,1351 ICT Managers,NSW,1313
190SAS Skilled Australian Sponsored,1351 ICT Managers,QLD,223
190SAS Skilled Australian Sponsored,1351 ICT Managers,SA,566
190SAS Skilled Australian Sponsored,1351 ICT Managers,WA,710
190SAS Skilled Australian Sponsored,1351 ICT Managers,ACT,449
190SAS Skilled Australian Sponsored,1351 ICT Managers,TAS,174
190SAS Skilled Australian Sponsored,1351 ICT Managers,NT,202
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,VIC,751
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,ANY,174
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,NSW,535
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,QLD,219
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,SA,642
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,WA,421
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,ACT,350
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,TAS,161
190SAS Skilled Australian Sponsored,2247 Management and Organisation Analysts,NT,134
190SAS Skilled Australian Sponsored,2347 Veterinarians,VIC,55
190SAS Skilled Australian Sponsored,2347 Veterinarians,ANY,23
190SAS Skilled Australian Sponsored,2347 Veterinarians,NSW,51
190SAS Skilled Australian Sponsored,2347 Veterinarians,QLD,34
190SAS Skilled Australian Sponsored,2347 Veterinarians,SA,12
190SAS Skilled Australian Sponsored,2347 Veterinarians,WA,39
190SAS Skilled Australian Sponsored,2347 Veterinarians,ACT,6
190SAS Skilled Australian Sponsored,2347 Veterinarians,TAS,4
190SAS Skilled Australian Sponsored,2347 Veterinarians,NT,1
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,VIC,1328
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,ANY,353
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,NSW,1187
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,QLD,673
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,SA,775
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,WA,906
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,ACT,382
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,TAS,351
190SAS Skilled Australian Sponsored,2414 Secondary School Teachers,NT,384
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,VIC,6
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,ANY,14
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,NSW,8
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,QLD,5
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,SA,7
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,WA,12
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,ACT,4
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,TAS,2
190SAS Skilled Australian Sponsored,1341 Child Care Centre Managers,NT,1
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,VIC,87
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,ANY,18
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,NSW,104
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,QLD,90
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,SA,96
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,WA,82
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,ACT,53
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,TAS,40
190SAS Skilled Australian Sponsored,3125 Mechanical Engineering Draftspersons and Technicians,NT,45
190SAS Skilled Australian Sponsored,6112 Insurance Agents,VIC,72
190SAS Skilled Australian Sponsored,6112 Insurance Agents,ANY,14
190SAS Skilled Australian Sponsored,6112 Insurance Agents,NSW,57
190SAS Skilled Australian Sponsored,6112 Insurance Agents,QLD,30
190SAS Skilled Australian Sponsored,6112 Insurance Agents,SA,56
190SAS Skilled Australian Sponsored,6112 Insurance Agents,WA,32
190SAS Skilled Australian Sponsored,6112 Insurance Agents,ACT,34
190SAS Skilled Australian Sponsored,6112 Insurance Agents,TAS,23
190SAS Skilled Australian Sponsored,6112 Insurance Agents,NT,29
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,VIC,521
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,ANY,110
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,NSW,442
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,QLD,175
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,SA,243
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,WA,343
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,ACT,73
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,TAS,65
190SAS Skilled Australian Sponsored,2412 Primary School Teachers,NT,51
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",VIC,513
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",ANY,131
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",NSW,325
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",QLD,127
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",SA,219
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",WA,113
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",ACT,122
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",TAS,63
190SAS Skilled Australian Sponsored,"2241 Actuaries, Mathematicians and Statisticians",NT,51
190SAS Skilled Australian Sponsored,3331 Glaziers,VIC,10
190SAS Skilled Australian Sponsored,3331 Glaziers,NSW,10
190SAS Skilled Australian Sponsored,3331 Glaziers,QLD,4
190SAS Skilled Australian Sponsored,3331 Glaziers,SA,5
190SAS Skilled Australian Sponsored,3331 Glaziers,WA,8
190SAS Skilled Australian Sponsored,3331 Glaziers,ACT,4
190SAS Skilled Australian Sponsored,3331 Glaziers,TAS,1
190SAS Skilled Australian Sponsored,3331 Glaziers,NT,4
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,VIC,1145
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,ANY,385
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,NSW,1341
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,QLD,478
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,SA,731
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,WA,649
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,ACT,564
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,TAS,335
190SAS Skilled Australian Sponsored,2421 University Lecturers and Tutors,NT,324
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,VIC,228
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,ANY,80
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,NSW,229
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,QLD,160
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,SA,242
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,WA,691
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,ACT,131
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,TAS,101
190SAS Skilled Australian Sponsored,1411 Cafe and Restaurant Managers,NT,88
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,VIC,559
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,ANY,230
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,NSW,521
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,QLD,223
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,SA,394
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,WA,531
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,ACT,235
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,TAS,144
190SAS Skilled Australian Sponsored,2633 Telecommunications Engineering Professionals,NT,123
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,VIC,112
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,ANY,27
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,NSW,83
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,QLD,36
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,SA,80
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,WA,127
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,ACT,20
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,TAS,28
190SAS Skilled Australian Sponsored,3511 Bakers and Pastrycooks,NT,18
190SAS Skilled Australian Sponsored,1332 Engineering Managers,VIC,177
190SAS Skilled Australian Sponsored,1332 Engineering Managers,ANY,31
190SAS Skilled Australian Sponsored,1332 Engineering Managers,NSW,235
190SAS Skilled Australian Sponsored,1332 Engineering Managers,QLD,174
190SAS Skilled Australian Sponsored,1332 Engineering Managers,SA,225
190SAS Skilled Australian Sponsored,1332 Engineering Managers,WA,80
190SAS Skilled Australian Sponsored,1332 Engineering Managers,ACT,111
190SAS Skilled Australian Sponsored,1332 Engineering Managers,TAS,35
190SAS Skilled Australian Sponsored,1332 Engineering Managers,NT,38
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",VIC,74
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",ANY,14
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",NSW,54
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",QLD,43
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",SA,72
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",WA,49
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",ACT,52
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",TAS,40
190SAS Skilled Australian Sponsored,"1499 Other Hospitality, Retail and Service Managers",NT,25
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,VIC,2473
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,ANY,663
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,NSW,3293
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,QLD,2074
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,SA,2000
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,WA,5259
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,ACT,1086
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,TAS,614
190SAS Skilled Australian Sponsored,3122 Civil Engineering Draftspersons and Technicians,NT,705
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,VIC,319
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,ANY,98
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,NSW,229
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,QLD,142
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,SA,372
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,WA,196
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,ACT,231
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,TAS,102
190SAS Skilled Australian Sponsored,1399 Other Specialist Managers,NT,101
190SAS Skilled Australian Sponsored,"5111 Contract, Program and Project Administrators",VIC,1060
190SAS Skilled Australian Sponsored,"5111 Contract, Program and Project Administrators",ANY,247
190SAS Skilled Australian Sponsored,"5111 Contract, Program and Project Administrators",NSW,720
190SAS Skilled Australian Sponsored,"5111 Contract, Program and Project Administrators",QLD,432
190SAS Skilled Australian Sponsored,"5111 Contract, Program and Project Administrators",SA,743
190SAS Skilled Australian Sponsored,"5111 Contract, Program and Project Administrators",WA,449
