OccGroup,Score,DoEMonth,n
2332 Civil Engineering Professionals,75,2025-06,81
2332 Civil Engineering Professionals,75,2025-07,92
2332 Civil Engineering Professionals,75,2025-08,116
2332 Civil Engineering Professionals,75,2025-09,171
2332 Civil Engineering Professionals,75,2025-10,154
2332 Civil Engineering Professionals,75,2025-12,134
2332 Civil Engineering Professionals,75,2026-04,184
2332 Civil Engineering Professionals,75,2025-11,176
2332 Civil Engineering Professionals,75,2026-01,173
2332 Civil Engineering Professionals,75,2026-02,186
2332 Civil Engineering Professionals,75,2026-03,225
2332 Civil Engineering Professionals,70,2026-09,12
2332 Civil Engineering Professionals,70,2026-08,317
2332 Civil Engineering Professionals,70,2026-07,274
2332 Civil Engineering Professionals,70,2026-06,316
2332 Civil Engineering Professionals,70,2024-09,31
2332 Civil Engineering Professionals,70,2026-05,231
2332 Civil Engineering Professionals,70,2024-10,49
2332 Civil Engineering Professionals,70,2024-12,60
2332 Civil Engineering Professionals,70,2024-11,53
2332 Civil Engineering Professionals,70,2025-01,43
2332 Civil Engineering Professionals,70,2025-03,85
2332 Civil Engineering Professionals,70,2025-02,54
2332 Civil Engineering Professionals,70,2025-04,77
2332 Civil Engineering Professionals,70,2025-05,97
2332 Civil Engineering Professionals,70,2025-06,72
2332 Civil Engineering Professionals,70,2025-07,116
2332 Civil Engineering Professionals,70,2025-08,152
2332 Civil Engineering Professionals,70,2025-09,154
2332 Civil Engineering Professionals,70,2025-10,154
2332 Civil Engineering Professionals,70,2025-12,168
2332 Civil Engineering Professionals,70,2026-04,204
2332 Civil Engineering Professionals,70,2025-11,168
2332 Civil Engineering Professionals,70,2026-01,172
2332 Civil Engineering Professionals,70,2026-02,196
2332 Civil Engineering Professionals,70,2026-03,219
2332 Civil Engineering Professionals,80,2026-09,10
2332 Civil Engineering Professionals,80,2026-08,281
2332 Civil Engineering Professionals,80,2026-07,245
2332 Civil Engineering Professionals,80,2026-06,190
2332 Civil Engineering Professionals,80,2024-09,16
2332 Civil Engineering Professionals,80,2026-05,193
2332 Civil Engineering Professionals,80,2024-10,21
2332 Civil Engineering Professionals,80,2024-12,32
2332 Civil Engineering Professionals,80,2024-11,28
2332 Civil Engineering Professionals,80,2025-01,35
2332 Civil Engineering Professionals,80,2025-03,46
2332 Civil Engineering Professionals,80,2025-02,41
2332 Civil Engineering Professionals,80,2025-04,49
2332 Civil Engineering Professionals,80,2025-05,60
2332 Civil Engineering Professionals,80,2025-06,57
2332 Civil Engineering Professionals,80,2025-07,85
2332 Civil Engineering Professionals,80,2025-08,101
2332 Civil Engineering Professionals,80,2025-09,136
2332 Civil Engineering Professionals,80,2025-10,116
2332 Civil Engineering Professionals,80,2025-12,131
2332 Civil Engineering Professionals,80,2026-04,155
2332 Civil Engineering Professionals,80,2025-11,143
2332 Civil Engineering Professionals,80,2026-01,126
2332 Civil Engineering Professionals,80,2026-02,170
2332 Civil Engineering Professionals,80,2026-03,157
2332 Civil Engineering Professionals,95,2026-08,39
2332 Civil Engineering Professionals,95,2026-07,46
2332 Civil Engineering Professionals,95,2026-06,30
2332 Civil Engineering Professionals,95,2026-05,28
2332 Civil Engineering Professionals,95,2024-10,1
2332 Civil Engineering Professionals,95,2025-01,1
2332 Civil Engineering Professionals,95,2025-03,3
2332 Civil Engineering Professionals,95,2025-02,2
2332 Civil Engineering Professionals,95,2025-04,1
2332 Civil Engineering Professionals,95,2025-05,4
2332 Civil Engineering Professionals,95,2025-06,4
2332 Civil Engineering Professionals,95,2025-07,6
2332 Civil Engineering Professionals,95,2025-08,9
2332 Civil Engineering Professionals,95,2025-09,8
2332 Civil Engineering Professionals,95,2025-10,18
2332 Civil Engineering Professionals,95,2025-12,14
2332 Civil Engineering Professionals,95,2026-04,31
2332 Civil Engineering Professionals,95,2025-11,15
2332 Civil Engineering Professionals,95,2026-01,11
2332 Civil Engineering Professionals,95,2026-02,36
2332 Civil Engineering Professionals,95,2026-03,22
2332 Civil Engineering Professionals,90,2026-08,114
2332 Civil Engineering Professionals,90,2026-07,96
2332 Civil Engineering Professionals,90,2026-06,89
2332 Civil Engineering Professionals,90,2024-09,5
2332 Civil Engineering Professionals,90,2026-05,80
2332 Civil Engineering Professionals,90,2024-10,2
2332 Civil Engineering Professionals,90,2024-12,12
2332 Civil Engineering Professionals,90,2024-11,8
2332 Civil Engineering Professionals,90,2025-01,15
2332 Civil Engineering Professionals,90,2025-03,20
2332 Civil Engineering Professionals,90,2025-02,8
2332 Civil Engineering Professionals,90,2025-04,24
2332 Civil Engineering Professionals,90,2025-05,16
2332 Civil Engineering Professionals,90,2025-06,14
2332 Civil Engineering Professionals,90,2025-07,40
2332 Civil Engineering Professionals,90,2025-08,47
2332 Civil Engineering Professionals,90,2025-09,51
2332 Civil Engineering Professionals,90,2025-10,52
2332 Civil Engineering Professionals,90,2025-12,51
2332 Civil Engineering Professionals,90,2026-04,85
2332 Civil Engineering Professionals,90,2025-11,55
2332 Civil Engineering Professionals,90,2026-01,76
2332 Civil Engineering Professionals,90,2026-02,53
2332 Civil Engineering Professionals,90,2026-03,67
2332 Civil Engineering Professionals,85,2026-09,9
2332 Civil Engineering Professionals,85,2026-08,198
2332 Civil Engineering Professionals,85,2026-07,157
2332 Civil Engineering Professionals,85,2026-06,143
2332 Civil Engineering Professionals,85,2024-09,21
2332 Civil Engineering Professionals,85,2026-05,155
2332 Civil Engineering Professionals,85,2024-10,9
2332 Civil Engineering Professionals,85,2024-12,19
2332 Civil Engineering Professionals,85,2024-11,23
2332 Civil Engineering Professionals,85,2025-01,33
2332 Civil Engineering Professionals,85,2025-03,58
2332 Civil Engineering Professionals,85,2025-02,43
2332 Civil Engineering Professionals,85,2025-04,53
2332 Civil Engineering Professionals,85,2025-05,66
2332 Civil Engineering Professionals,85,2025-06,33
2332 Civil Engineering Professionals,85,2025-07,58
2332 Civil Engineering Professionals,85,2025-08,86
2332 Civil Engineering Professionals,85,2025-09,99
2332 Civil Engineering Professionals,85,2025-10,102
2332 Civil Engineering Professionals,85,2025-12,111
2332 Civil Engineering Professionals,85,2026-04,156
2332 Civil Engineering Professionals,85,2025-11,107
2332 Civil Engineering Professionals,85,2026-01,130
2332 Civil Engineering Professionals,85,2026-02,135
2332 Civil Engineering Professionals,85,2026-03,130
2332 Civil Engineering Professionals,55,2026-08,91
2332 Civil Engineering Professionals,55,2026-07,39
2332 Civil Engineering Professionals,55,2026-06,48
2332 Civil Engineering Professionals,55,2024-09,9
2332 Civil Engineering Professionals,55,2026-05,26
2332 Civil Engineering Professionals,55,2024-10,17
2332 Civil Engineering Professionals,55,2024-12,10
2332 Civil Engineering Professionals,55,2024-11,13
2332 Civil Engineering Professionals,55,2025-01,11
2332 Civil Engineering Professionals,55,2025-03,15
2332 Civil Engineering Professionals,55,2025-02,15
2332 Civil Engineering Professionals,55,2025-04,18
2332 Civil Engineering Professionals,55,2025-05,14
2332 Civil Engineering Professionals,55,2025-06,14
2332 Civil Engineering Professionals,55,2025-07,22
2332 Civil Engineering Professionals,55,2025-08,37
2332 Civil Engineering Professionals,55,2025-09,23
2332 Civil Engineering Professionals,55,2025-10,33
2332 Civil Engineering Professionals,55,2025-12,24
2332 Civil Engineering Professionals,55,2026-04,36
2332 Civil Engineering Professionals,55,2025-11,28
2332 Civil Engineering Professionals,55,2026-01,35
2332 Civil Engineering Professionals,55,2026-02,32
2332 Civil Engineering Professionals,55,2026-03,37
2332 Civil Engineering Professionals,60,2026-09,3
2332 Civil Engineering Professionals,60,2026-08,109
2332 Civil Engineering Professionals,60,2026-07,93
2332 Civil Engineering Professionals,60,2026-06,94
2332 Civil Engineering Professionals,60,2024-09,11
2332 Civil Engineering Professionals,60,2026-05,89
2332 Civil Engineering Professionals,60,2024-10,9
2332 Civil Engineering Professionals,60,2024-12,10
2332 Civil Engineering Professionals,60,2024-11,11
2332 Civil Engineering Professionals,60,2025-01,19
2332 Civil Engineering Professionals,60,2025-03,16
2332 Civil Engineering Professionals,60,2025-02,13
2332 Civil Engineering Professionals,60,2025-04,29
2332 Civil Engineering Professionals,60,2025-05,29
2332 Civil Engineering Professionals,60,2025-06,19
2332 Civil Engineering Professionals,60,2025-07,24
2332 Civil Engineering Professionals,60,2025-08,55
2332 Civil Engineering Professionals,60,2025-09,33
2332 Civil Engineering Professionals,60,2025-10,44
2332 Civil Engineering Professionals,60,2025-12,43
2332 Civil Engineering Professionals,60,2026-04,84
2332 Civil Engineering Professionals,60,2025-11,41
2332 Civil Engineering Professionals,60,2026-01,75
2332 Civil Engineering Professionals,60,2026-02,43
2332 Civil Engineering Professionals,60,2026-03,63
2332 Civil Engineering Professionals,50,2026-08,18
2332 Civil Engineering Professionals,50,2026-07,26
2332 Civil Engineering Professionals,50,2026-06,16
2332 Civil Engineering Professionals,50,2024-09,9
2332 Civil Engineering Professionals,50,2026-05,12
2332 Civil Engineering Professionals,50,2024-10,1
2332 Civil Engineering Professionals,50,2024-12,3
2332 Civil Engineering Professionals,50,2025-01,3
2332 Civil Engineering Professionals,50,2025-03,8
2332 Civil Engineering Professionals,50,2025-02,4
2332 Civil Engineering Professionals,50,2025-04,1
2332 Civil Engineering Professionals,50,2025-05,5
2332 Civil Engineering Professionals,50,2025-06,4
2332 Civil Engineering Professionals,50,2025-07,5
2332 Civil Engineering Professionals,50,2025-08,5
2332 Civil Engineering Professionals,50,2025-09,3
2332 Civil Engineering Professionals,50,2025-10,3
2332 Civil Engineering Professionals,50,2025-12,5
2332 Civil Engineering Professionals,50,2026-04,14
2332 Civil Engineering Professionals,50,2025-11,19
2332 Civil Engineering Professionals,50,2026-01,13
2332 Civil Engineering Professionals,50,2026-02,12
2332 Civil Engineering Professionals,50,2026-03,20
2332 Civil Engineering Professionals,110,2026-08,1
2332 Civil Engineering Professionals,110,2026-01,1
2332 Civil Engineering Professionals,110,2026-02,1
2332 Civil Engineering Professionals,100,2026-08,5
2332 Civil Engineering Professionals,100,2026-07,13
2332 Civil Engineering Professionals,100,2026-06,11
2332 Civil Engineering Professionals,100,2026-05,8
2332 Civil Engineering Professionals,100,2024-12,2
2332 Civil Engineering Professionals,100,2025-03,1
2332 Civil Engineering Professionals,100,2025-02,2
2332 Civil Engineering Professionals,100,2025-05,4
2332 Civil Engineering Professionals,100,2025-06,1
2332 Civil Engineering Professionals,100,2025-07,2
2332 Civil Engineering Professionals,100,2025-08,4
2332 Civil Engineering Professionals,100,2025-10,4
2332 Civil Engineering Professionals,100,2025-12,2
2332 Civil Engineering Professionals,100,2026-04,2
2332 Civil Engineering Professionals,100,2025-11,2
2332 Civil Engineering Professionals,100,2026-01,4
2332 Civil Engineering Professionals,100,2026-02,5
2332 Civil Engineering Professionals,100,2026-03,3
2332 Civil Engineering Professionals,105,2025-01,1
2332 Civil Engineering Professionals,105,2025-02,1
2332 Civil Engineering Professionals,105,2025-08,1
2332 Civil Engineering Professionals,105,2025-10,1
2332 Civil Engineering Professionals,105,2025-11,1
2332 Civil Engineering Professionals,105,2026-01,1
2332 Civil Engineering Professionals,105,2026-02,1
2332 Civil Engineering Professionals,105,2026-03,1
2332 Civil Engineering Professionals,40,2026-08,1
2332 Civil Engineering Professionals,40,2026-07,2
2332 Civil Engineering Professionals,40,2026-05,2
2332 Civil Engineering Professionals,40,2025-05,1
2332 Civil Engineering Professionals,40,2025-09,1
2332 Civil Engineering Professionals,40,2026-04,1
2332 Civil Engineering Professionals,40,2026-02,2
2332 Civil Engineering Professionals,40,2026-03,1
2332 Civil Engineering Professionals,45,2026-09,1
2332 Civil Engineering Professionals,45,2026-08,9
2332 Civil Engineering Professionals,45,2026-07,6
2332 Civil Engineering Professionals,45,2026-06,3
2332 Civil Engineering Professionals,45,2024-09,1
2332 Civil Engineering Professionals,45,2026-05,2
2332 Civil Engineering Professionals,45,2025-01,4
2332 Civil Engineering Professionals,45,2025-03,2
2332 Civil Engineering Professionals,45,2025-02,1
2332 Civil Engineering Professionals,45,2025-04,1
2332 Civil Engineering Professionals,45,2025-07,1
2332 Civil Engineering Professionals,45,2025-08,3
2332 Civil Engineering Professionals,45,2025-09,4
2332 Civil Engineering Professionals,45,2025-10,1
2332 Civil Engineering Professionals,45,2025-12,3
2332 Civil Engineering Professionals,45,2026-04,5
2332 Civil Engineering Professionals,45,2026-01,4
2332 Civil Engineering Professionals,45,2026-02,7
2332 Civil Engineering Professionals,45,2026-03,4
2332 Civil Engineering Professionals,30,2026-06,1
2332 Civil Engineering Professionals,30,2026-01,1
2332 Civil Engineering Professionals,25,2026-06,1
2332 Civil Engineering Professionals,120,2026-07,1
2332 Civil Engineering Professionals,35,2026-04,1
2332 Civil Engineering Professionals,35,2025-11,1
2332 Civil Engineering Professionals,35,2026-02,1
2332 Civil Engineering Professionals,35,2026-03,1
2411 Early Childhood (Pre-primary School) Teachers,65,2026-09,20
2411 Early Childhood (Pre-primary School) Teachers,65,2026-08,319
2411 Early Childhood (Pre-primary School) Teachers,65,2026-07,260
2411 Early Childhood (Pre-primary School) Teachers,65,2026-06,275
2411 Early Childhood (Pre-primary School) Teachers,65,2024-09,17
2411 Early Childhood (Pre-primary School) Teachers,65,2026-05,211
2411 Early Childhood (Pre-primary School) Teachers,65,2024-10,9
2411 Early Childhood (Pre-primary School) Teachers,65,2024-12,25
2411 Early Childhood (Pre-primary School) Teachers,65,2024-11,25
